Alkaptonuria	fumarylacetoacetate-hydrolase	Negative	PMID:10518553	Manning K, Al-Dhalimy M, Finegold M, Grompe M: In vivo suppressor mutations correct a murine model of hereditary tyrosinemia type I. Proc Natl Acad Sci U S A. 1999 Oct 12;96(21):11928-33. Hereditary tyrosinemia type I and alkaptonuria are disorders of tyrosine catabolism caused by deficiency of fumarylacetoacetate hydrolase (FAH) and homogentisic acid dioxygenase (HGD), respectively. Tyrosinemia is a severe childhood disease that affects the liver and kidneys, but alkaptonuria is a more benign adult disorder in comparison. Because HGD is upstream of FAH in the tyrosine pathway, mice doubly mutant in both enzymes were found to be protected from the liver and renal damage of tyrosinemia as hypothesized. Mice mutant at the tyrosinemic locus but heterozygous for alkaptonuria spontaneously developed clonal nodules of functionally normal hepatocytes that were able to rescue the livers of some mice with this genotype. This phenotypic rescue was a result of an inactivating mutation of the wild-type homogentisic acid dioxygenase gene, thus presenting an example of an in vivo suppressor mutation in a mammalian model.
Alkaptonuria	4-hydroxyphenylpyruvate-dioxygenase	Negative	PMID:15931605	Suwannarat P, O'Brien K, Perry MB, Sebring N, Bernardini I, Kaiser-Kupfer MI, Rubin BI, Tsilou E, Gerber LH, Gahl WA: Use of nitisinone in patients with alkaptonuria. Metabolism. 2005 Jun;54(6):719-28. Alkaptonuria, a rare autosomal recessive disorder caused by mutations in the HGD gene and deficiency of homogentisate 1,2 dioxygenase, is characterized by ochronosis, arthritis, and daily excretion of gram quantities of homogentisic acid (HGA). Nitisinone, an inhibitor of the enzyme 4-hydroxyphenylpyruvate dioxygenase, can drastically reduce urinary excretion of HGA in individuals with alkaptonuria. We investigated the safety and the HGA-depleting efficacy of nitisinone in an open-label, single-center study of 9 alkaptonuria patients (5 women, 4 men; 35-69 years of age) over the course of 3 to 4 months. Each patient received nitisinone in incremental doses, 0.35 mg bid followed by 1.05 mg bid, and remained on this dosage and a regular diet for 3 months. Nitisinone reduced urinary HGA levels from an average of 4.0 +/- 1.8 (SD) g/day to 0.2 +/- 0.2 g/day ( P tyrosine concentration, initially 68 +/- 18 mmicro mol/L, rose to 760 +/- 181 micro mol/L ( P protein-restricted diet (40 g/day), and their mean plasma tyrosine level fell from 755 +/- 167 to 603 +/- 114 mu mol/L. Six of the 7 patients who received nitisinone for more than 1 week reported decreased pain in their affected joints. Weekly ophthalmologic examinations showed no signs of corneal toxicity. Adverse events included the passing of kidney stones, the recognition of symptoms related to aortic stenosis, and elevation of liver transaminase levels. We conclude that low-dose nitisinone effectively reduced urinary HGA levels in patients with alkaptonuria. Future long-term clinical trials are planned to determine the benefits of nitisinone in preventing joint deterioration and providing pain relief, and its long-term side effects.
Alkaptonuria	HLA-complex	Negative	PMID:300896	Gaucher A, Netter P, Fuare G, Raffoux C, Chanson B, Baumgartner J, Psurel J, Streiff F: [HLA-B27 antigen and alkaptonuria] . Rev Rhum Mal Osteoartic. 1977 Apr;44(4):273-7. Study of urinary homogentisic acid and a determinantion of group HLA were carried out for 36 members of a family spread over three generations with three cases of ochronotic rheumatism in the second generation. Alkaptonuria was discovered in seven other subjects, six of them members of the third generation: urinary elimination was poor, less than 0.60 g/24 hours. There is a certain degree of consanguinity in the family studied here and these findings do not therefore rule out a recessive autosomal transmission of the alkaptonuria. They do however lead to the consideration that alkaptonuria may sometimes be found in heterozygotic subjects. A genetic relationship between HLA complex and alkaptonuria can only be claimed with difficulty from this familial study, but the high frequency of B 27 antigen (29 out of 36 members carring it) leaves room for the hypothesis that the B 27 gene, or more precisely a gene associated with the B 27 gene, plays a part in the development of ochronotic rheumatism.
Alkaptonuria	collagen	Negative	PMID:3180550	Forslind K, Wollheim FA, Akesson B, Rydholm U: Alkaptonuria and ochronosis in three siblings. Clin Exp Rheumatol. 1988 Jul-Sep;6(3):289-92. Ascorbic acid treatment monitored by urinary HGA excretion. Patients with alkaptonuria lack homogentisate 1,2-dioxygenase leading to retention of homogentistic acid (HGA) in body fluids and eventually to tissue deposition of oxidation products, giving rise to the clinical picture of ochronosis. Ascorbic acid is a known inhibitor of the enzyme which catalyses the oxidation of homogentisic acid (HGA) to the polymer with affinity for collagen and was used in the treatment of three siblings with alkaptonuria. Ascorbic acid 500 mg bid was administered for 12 months. Two of the siblings tolerated the treatment, and in one the symptoms improved, whereas in the other they worsened. Plasma and urinary levels of HGA were monitored with a new HPLC method. Ascorbic acid is not effective in the treatment of symptomatic ochronosis.
Cylindromatosis	APOA4	Negative	PMID:16969477	Kim M, Lee S, Yang SK, Song K, Lee I: Differential expression in histologically normal crypts of ulcerative colitis suggests primary crypt disorder. Oncol Rep. 2006 Oct;16(4):663-70. Ulcerative colitis is characterized by crypt infiltration particularly of neutrophils. However, it is not known whether it reflects a primary crypt disorder or a secondary inflammatory response. In this study, we analyzed the expression profiles of histologically normal crypts microdissected from formalin-fixed biopsies of early stage ulcerative colitis. Total RNAs were extracted, amplified, and applied to Affymetrix GeneChip (R) X3P Array. For the control, similar crypts from nonspecific colitis biopsies were applied. A total of 353 (4.3%) and 111 (1.4%) genes were > 3 times up-, and down-regulated in ulcerative colitis. Up-regulated genes included FCGBP (Fc fragment of IgG binding protein), cyclophilin A, chemokine (C-X-C motif) ligand 3, and genes associated with lipid metabolism. Down-regulated genes included APOA4 (apolipoprotein A-IV), cylindromatosis, BCL2-like 10, claudin 8, and numerous transcriptional regulators. FCGBP and APOA4 have been implicated in ulcerative colitis previously. Our data show differential expression in the crypt epithelia of ulcerative colitis before active inflammation is initiated, suggesting primary crypt abnormalities that might be implicated in the pathogenesis of ulcerative colitis.
Cylindromatosis	IkappaB-kinase	Negative	PMID:16301742	Zhou H, Monack DM, Kayagaki N, Wertz I, Yin J, Wolf B, Dixit VM: Yersinia virulence factor YopJ acts as a deubiquitinase to inhibit NF-kappa B activation. J Exp Med. 2005 Nov 21;202(10):1327-32. The bacterial pathogens of the genus Yersinia, the causative agents of plague, septicemia, and gastrointestinal syndromes, use a type III secretion system to inject virulence factors into host target cells. One virulence factor, YopJ, is essential for the death of infected macrophages and can block host proinflammatory responses by inhibiting both the nuclear factor kappaB (NF-kappaB) and mitogen-activated protein kinase pathways, which might be important for evasion of the host immune response and aid in establishing a systemic infection. Here, we show that YopJ is a promiscuous deubiquitinating enzyme that negatively regulates signaling by removing ubiquitin moieties from critical proteins, such as TRAF2, TRAF6, and IkappaBalpha. In contrast to the cylindromatosis tumor suppressor CYLD, which attenuates NF-kappaB signaling by selectively removing K63-linked polyubiquitin chains that activate IkappaB kinase, YopJ also cleaves K48-linked chains and thereby inhibits proteasomal degradation of IkappaBalpha. YopJ, but not a catalytically inactive YopJ mutant, promoted deubiquitination of cellular proteins and cleaved both K48- and K63-linked polyubiquitin. Moreover, an in vitro assay was established to demonstrate directly the deubiquitinating activity of purified YopJ.
Cylindromatosis	IkappaB-kinase	Negative	PMID:15226292	Jono H, Lim JH, Chen LF, Xu H, Trompouki E, Pan ZK, Mosialos G, Li JD: NF-kappaB is essential for induction of CYLD, the negative regulator of NF-kappaB: evidence for a novel inducible autoregulatory feedback pathway. J Biol Chem. 2004 Aug 27;279(35):36171-4. Epub 2004 Jun 28. The transcription factor NF-kappaB regulates genes involved in inflammatory and immune responses, tumorigenesis, and apoptosis. In contrast to the pleiotropic stimuli that lead to its positive regulation, the known signaling mechanisms that underlie the negative regulation of NF-kappaB are very few. Recent studies have identified the tumor suppressor CYLD, loss of which causes a benign human syndrome called cylindromatosis, as a key negative regulator for NF-kappaB signaling by deubiquitinating tumor necrosis factor (TNF) receptor-associated factor (TRAF) 2, TRAF6, and NEMO (NF-kappaB essential modulator, also known as IkappaB kinase gamma). However, how CYLD is regulated remains unknown. The present study revealed a novel autoregulatory feedback pathway through which activation of NF-kappaB by TNF-alpha and bacterium nontypeable Haemophilus influenzae (NTHi) induces CYLD that in turn leads to the negative regulation of NF-kappaB signaling. In addition, TRAF2 and TRAF6 appear to be differentially involved in NF-kappaB-dependent induction of CYLD by TNF-alpha and NTHi. These findings provide novel insights into the autoregulation of NF-kappaB activation.
Cylindromatosis	IkappaB-kinase	Negative	PMID:12917691	Kovalenko A, Chable-Bessia C, Cantarella G, Israel A, Wallach D, Courtois G: The tumour suppressor CYLD negatively regulates NF-kappaB signalling by deubiquitination. Nature. 2003 Aug 14;424(6950):801-5. NF-kappaB transcription factors have key roles in inflammation, immune response, oncogenesis and protection against apoptosis. In most cells, these factors are kept inactive in the cytoplasm through association with IkappaB inhibitors. After stimulation by various reagents, IkappaB is phosphorylated by the IkappaB kinase (IKK) complex and degraded by the proteasome, allowing NF-kappaB to translocate to the nucleus and activate its target genes. Here we report that CYLD, a tumour suppressor that is mutated in familial cylindromatosis, interacts with NEMO, the regulatory subunit of IKK. CYLD also interacts directly with tumour-necrosis factor receptor (TNFR)-associated factor 2 (TRAF2), an adaptor molecule involved in signalling by members of the family of TNF/nerve growth factor receptors. CYLD has deubiquitinating activity that is directed towards non-K48-linked polyubiquitin chains, and negatively modulates TRAF-mediated activation of IKK, strengthening the notion that ubiquitination is involved in IKK activation by TRAFs and suggesting that CYLD functions in this process. Truncations of CYLD found in cylindromatosis result in reduced enzymatic activity, indicating a link between impaired deubiquitination of CYLD substrates and human pathophysiology.
Cylindromatosis	IkappaBalpha	Negative	PMID:16301742	Zhou H, Monack DM, Kayagaki N, Wertz I, Yin J, Wolf B, Dixit VM: Yersinia virulence factor YopJ acts as a deubiquitinase to inhibit NF-kappa B activation. J Exp Med. 2005 Nov 21;202(10):1327-32. The bacterial pathogens of the genus Yersinia, the causative agents of plague, septicemia, and gastrointestinal syndromes, use a type III secretion system to inject virulence factors into host target cells. One virulence factor, YopJ, is essential for the death of infected macrophages and can block host proinflammatory responses by inhibiting both the nuclear factor kappaB (NF-kappaB) and mitogen-activated protein kinase pathways, which might be important for evasion of the host immune response and aid in establishing a systemic infection. Here, we show that YopJ is a promiscuous deubiquitinating enzyme that negatively regulates signaling by removing ubiquitin moieties from critical proteins, such as TRAF2, TRAF6, and IkappaBalpha. In contrast to the cylindromatosis tumor suppressor CYLD, which attenuates NF-kappaB signaling by selectively removing K63-linked polyubiquitin chains that activate IkappaB kinase, YopJ also cleaves K48-linked chains and thereby inhibits proteasomal degradation of IkappaBalpha. YopJ, but not a catalytically inactive YopJ mutant, promoted deubiquitination of cellular proteins and cleaved both K48- and K63-linked polyubiquitin. Moreover, an in vitro assay was established to demonstrate directly the deubiquitinating activity of purified YopJ.
Cylindromatosis	BCL2-like-10	Negative	PMID:16969477	Kim M, Lee S, Yang SK, Song K, Lee I: Differential expression in histologically normal crypts of ulcerative colitis suggests primary crypt disorder. Oncol Rep. 2006 Oct;16(4):663-70. Ulcerative colitis is characterized by crypt infiltration particularly of neutrophils. However, it is not known whether it reflects a primary crypt disorder or a secondary inflammatory response. In this study, we analyzed the expression profiles of histologically normal crypts microdissected from formalin-fixed biopsies of early stage ulcerative colitis. Total RNAs were extracted, amplified, and applied to Affymetrix GeneChip (R) X3P Array. For the control, similar crypts from nonspecific colitis biopsies were applied. A total of 353 (4.3%) and 111 (1.4%) genes were > 3 times up-, and down-regulated in ulcerative colitis. Up-regulated genes included FCGBP (Fc fragment of IgG binding protein), cyclophilin A, chemokine (C-X-C motif) ligand 3, and genes associated with lipid metabolism. Down-regulated genes included APOA4 (apolipoprotein A-IV), cylindromatosis, BCL2-like 10, claudin 8, and numerous transcriptional regulators. FCGBP and APOA4 have been implicated in ulcerative colitis previously. Our data show differential expression in the crypt epithelia of ulcerative colitis before active inflammation is initiated, suggesting primary crypt abnormalities that might be implicated in the pathogenesis of ulcerative colitis.
